id,name,description,type_tax_use,type,amount,child_depend,parent_id:id,account_collected_id:id,account_paid_id:id,base_sign,tax_sign,base_code_id:id,tax_code_id:id,ref_base_sign,ref_tax_sign,ref_base_code_id:id,ref_tax_code_id:id,chart_template_id:id,sequence
lu_2011_tax_FP-PA-15,Frais Prestations 15% - Pays,FP-PA-15,purchase,percent,0.15,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_FP-PA-15,lu_tax_code_template_t_FP-PA-15,-1.0,-1.0,lu_tax_code_template_b_FP-PA-15,lu_tax_code_template_t_FP-PA-15,lu_2011_chart_1,348
lu_2015_tax_FP-PA-17,Frais Prestations 17% - Pays,FP-PA-17,purchase,percent,0.17,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_FP-PA-17,lu_tax_code_template_t_FP-PA-17,-1.0,-1.0,lu_tax_code_template_b_FP-PA-17,lu_tax_code_template_t_FP-PA-17,lu_2011_chart_1,349
lu_2011_tax_FP-PA-3,Frais Prestations 3% - Pays,FP-PA-3,purchase,percent,0.03,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_FP-PA-3,lu_tax_code_template_t_FP-PA-3,-1.0,-1.0,lu_tax_code_template_b_FP-PA-3,lu_tax_code_template_t_FP-PA-3,lu_2011_chart_1,350
lu_2011_tax_FP-PA-6,Frais Prestations 6% - Pays,FP-PA-6,purchase,percent,0.06,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_FP-PA-6,lu_tax_code_template_t_FP-PA-6,-1.0,-1.0,lu_tax_code_template_b_FP-PA-6,lu_tax_code_template_t_FP-PA-6,lu_2011_chart_1,351
lu_2015_tax_FP-PA-8,Frais Prestations 8% - Pays,FP-PA-8,purchase,percent,0.08,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_FP-PA-8,lu_tax_code_template_t_FP-PA-8,-1.0,-1.0,lu_tax_code_template_b_FP-PA-8,lu_tax_code_template_t_FP-PA-8,lu_2011_chart_1,352
lu_2011_tax_IB-EC-0,Investissement Biens Exonéré - Extracommunautaire,IB-EC-0,purchase,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_IB-EC-0,,-1.0,-1.0,lu_tax_code_template_b_IB-EC-0,,lu_2011_chart_1,353
lu_2011_tax_IB-EC-12,Investissement Biens 12% - Extracommunautaire,IB-EC-12,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,354
lu_2011_tax_IB-EC-12-n,Investissement Biens 12% - Extracommunautaire (-),IB-EC-12-n,purchase,percent,-0.12,0,lu_2011_tax_IB-EC-12,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_IB-EC-12-n,1.0,1.0,,lu_tax_code_template_t_IB-EC-12-n,lu_2011_chart_1,1355
lu_2011_tax_IB-EC-12-p,Investissement Biens 12% - Extracommunautaire (+),IB-EC-12-p,purchase,percent,0.12,0,lu_2011_tax_IB-EC-12,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_IB-EC-12,lu_tax_code_template_t_IB-EC-12,-1.0,-1.0,lu_tax_code_template_b_IB-EC-12,lu_tax_code_template_t_IB-EC-12,lu_2011_chart_1,1356
lu_2015_tax_IB-EC-14,Investissement Biens 14% - Extracommunautaire,IB-EC-14,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,357
lu_2015_tax_IB-EC-14-n,Investissement Biens 14% - Extracommunautaire (-),IB-EC-14-n,purchase,percent,-0.14,0,lu_2015_tax_IB-EC-14,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_IB-EC-14-n,1.0,1.0,,lu_tax_code_template_t_IB-EC-14-n,lu_2011_chart_1,1358
lu_2015_tax_IB-EC-14-p,Investissement Biens 14% - Extracommunautaire (+),IB-EC-14-p,purchase,percent,0.14,0,lu_2015_tax_IB-EC-14,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_IB-EC-14,lu_tax_code_template_t_IB-EC-14,-1.0,-1.0,lu_tax_code_template_b_IB-EC-14,lu_tax_code_template_t_IB-EC-14,lu_2011_chart_1,1359
lu_2011_tax_IB-EC-15,Investissement Biens 15% - Extracommunautaire,IB-EC-15,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,360
lu_2011_tax_IB-EC-15-n,Investissement Biens 15% - Extracommunautaire (-),IB-EC-15-n,purchase,percent,-0.15,0,lu_2011_tax_IB-EC-15,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_IB-EC-15-n,1.0,1.0,,lu_tax_code_template_t_IB-EC-15-n,lu_2011_chart_1,1361
lu_2011_tax_IB-EC-15-p,Investissement Biens 15% - Extracommunautaire (+),IB-EC-15-p,purchase,percent,0.15,0,lu_2011_tax_IB-EC-15,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_IB-EC-15,lu_tax_code_template_t_IB-EC-15,-1.0,-1.0,lu_tax_code_template_b_IB-EC-15,lu_tax_code_template_t_IB-EC-15,lu_2011_chart_1,1362
lu_2015_tax_IB-EC-17,Investissement Biens 17% - Extracommunautaire,IB-EC-17,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,363
lu_2015_tax_IB-EC-17-n,Investissement Biens 17% - Extracommunautaire (-),IB-EC-17-n,purchase,percent,-0.17,0,lu_2015_tax_IB-EC-17,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_IB-EC-17-n,1.0,1.0,,lu_tax_code_template_t_IB-EC-17-n,lu_2011_chart_1,1364
lu_2015_tax_IB-EC-17-p,Investissement Biens 17% - Extracommunautaire (+),IB-EC-17-p,purchase,percent,0.17,0,lu_2015_tax_IB-EC-17,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_IB-EC-17,lu_tax_code_template_t_IB-EC-17,-1.0,-1.0,lu_tax_code_template_b_IB-EC-17,lu_tax_code_template_t_IB-EC-17,lu_2011_chart_1,1365
lu_2011_tax_IB-EC-3,Investissement Biens 3% - Extracommunautaire,IB-EC-3,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,366
lu_2011_tax_IB-EC-3-n,Investissement Biens 3% - Extracommunautaire (-),IB-EC-3-n,purchase,percent,-0.03,0,lu_2011_tax_IB-EC-3,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_IB-EC-3-n,1.0,1.0,,lu_tax_code_template_t_IB-EC-3-n,lu_2011_chart_1,1367
lu_2011_tax_IB-EC-3-p,Investissement Biens 3% - Extracommunautaire (+),IB-EC-3-p,purchase,percent,0.03,0,lu_2011_tax_IB-EC-3,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_IB-EC-3,lu_tax_code_template_t_IB-EC-3,-1.0,-1.0,lu_tax_code_template_b_IB-EC-3,lu_tax_code_template_t_IB-EC-3,lu_2011_chart_1,1368
lu_2011_tax_IB-EC-6,Investissement Biens 6% - Extracommunautaire,IB-EC-6,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,369
lu_2011_tax_IB-EC-6-n,Investissement Biens 6% - Extracommunautaire (-),IB-EC-6-n,purchase,percent,-0.06,0,lu_2011_tax_IB-EC-6,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_IB-EC-6-n,1.0,1.0,,lu_tax_code_template_t_IB-EC-6-n,lu_2011_chart_1,1370
lu_2011_tax_IB-EC-6-p,Investissement Biens 6% - Extracommunautaire (+),IB-EC-6-p,purchase,percent,0.06,0,lu_2011_tax_IB-EC-6,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_IB-EC-6,lu_tax_code_template_t_IB-EC-6,-1.0,-1.0,lu_tax_code_template_b_IB-EC-6,lu_tax_code_template_t_IB-EC-6,lu_2011_chart_1,1371
lu_2015_tax_IB-EC-8,Investissement Biens 8% - Extracommunautaire,IB-EC-8,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,372
lu_2015_tax_IB-EC-8-n,Investissement Biens 8% - Extracommunautaire (-),IB-EC-8-n,purchase,percent,-0.08,0,lu_2015_tax_IB-EC-8,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_IB-EC-8-n,1.0,1.0,,lu_tax_code_template_t_IB-EC-8-n,lu_2011_chart_1,1373
lu_2015_tax_IB-EC-8-p,Investissement Biens 8% - Extracommunautaire (+),IB-EC-8-p,purchase,percent,0.08,0,lu_2015_tax_IB-EC-8,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_IB-EC-8,lu_tax_code_template_t_IB-EC-8,-1.0,-1.0,lu_tax_code_template_b_IB-EC-8,lu_tax_code_template_t_IB-EC-8,lu_2011_chart_1,1374
lu_2015_tax_IB-ECP-0,Investissement Biens Exonéré - Extracommunautaire fin privées,IB-ECP-0,purchase,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_IB-ECP-0,,-1.0,-1.0,lu_tax_code_template_b_IB-ECP-0,,lu_2011_chart_1,375
lu_2015_tax_IB-ECP-12,Investissement Biens 12% - Extracommunautaire fin privées,IB-ECP-12,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,376
lu_2015_tax_IB-ECP-12-n,Investissement Biens 12% - Extracommunautaire fin privées (-),IB-ECP-12-n,purchase,percent,-0.12,0,lu_2015_tax_IB-ECP-12,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_IB-ECP-12-n,1.0,1.0,,lu_tax_code_template_t_IB-ECP-12-n,lu_2011_chart_1,1377
lu_2015_tax_IB-ECP-12-p,Investissement Biens 12% - Extracommunautaire fin privées (+),IB-ECP-12-p,purchase,percent,0.12,0,lu_2015_tax_IB-ECP-12,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_IB-ECP-12,lu_tax_code_template_t_IB-ECP-12,-1.0,-1.0,lu_tax_code_template_b_IB-ECP-12,lu_tax_code_template_t_IB-ECP-12,lu_2011_chart_1,1378
lu_2015_tax_IB-ECP-14,Investissement Biens 14% - Extracommunautaire fin privées,IB-ECP-14,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,379
lu_2015_tax_IB-ECP-14-n,Investissement Biens 14% - Extracommunautaire fin privées (-),IB-ECP-14-n,purchase,percent,-0.14,0,lu_2015_tax_IB-ECP-14,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_IB-ECP-14-n,1.0,1.0,,lu_tax_code_template_t_IB-ECP-14-n,lu_2011_chart_1,1380
lu_2015_tax_IB-ECP-14-p,Investissement Biens 14% - Extracommunautaire fin privées (+),IB-ECP-14-p,purchase,percent,0.14,0,lu_2015_tax_IB-ECP-14,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_IB-ECP-14,lu_tax_code_template_t_IB-ECP-14,-1.0,-1.0,lu_tax_code_template_b_IB-ECP-14,lu_tax_code_template_t_IB-ECP-14,lu_2011_chart_1,1381
lu_2015_tax_IB-ECP-15,Investissement Biens 15% - Extracommunautaire fin privées,IB-ECP-15,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,382
lu_2015_tax_IB-ECP-15-n,Investissement Biens 15% - Extracommunautaire fin privées (-),IB-ECP-15-n,purchase,percent,-0.15,0,lu_2015_tax_IB-ECP-15,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_IB-ECP-15-n,1.0,1.0,,lu_tax_code_template_t_IB-ECP-15-n,lu_2011_chart_1,1383
lu_2015_tax_IB-ECP-15-p,Investissement Biens 15% - Extracommunautaire fin privées (+),IB-ECP-15-p,purchase,percent,0.15,0,lu_2015_tax_IB-ECP-15,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_IB-ECP-15,lu_tax_code_template_t_IB-ECP-15,-1.0,-1.0,lu_tax_code_template_b_IB-ECP-15,lu_tax_code_template_t_IB-ECP-15,lu_2011_chart_1,1384
lu_2015_tax_IB-ECP-17,Investissement Biens 17% - Extracommunautaire fin privées,IB-ECP-17,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,385
lu_2015_tax_IB-ECP-17-n,Investissement Biens 17% - Extracommunautaire fin privées (-),IB-ECP-17-n,purchase,percent,-0.17,0,lu_2015_tax_IB-ECP-17,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_IB-ECP-17-n,1.0,1.0,,lu_tax_code_template_t_IB-ECP-17-n,lu_2011_chart_1,1386
lu_2015_tax_IB-ECP-17-p,Investissement Biens 17% - Extracommunautaire fin privées (+),IB-ECP-17-p,purchase,percent,0.17,0,lu_2015_tax_IB-ECP-17,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_IB-ECP-17,lu_tax_code_template_t_IB-ECP-17,-1.0,-1.0,lu_tax_code_template_b_IB-ECP-17,lu_tax_code_template_t_IB-ECP-17,lu_2011_chart_1,1387
lu_2015_tax_IB-ECP-3,Investissement Biens 3% - Extracommunautaire fin privées,IB-ECP-3,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,388
lu_2015_tax_IB-ECP-3-n,Investissement Biens 3% - Extracommunautaire fin privées (-),IB-ECP-3-n,purchase,percent,-0.03,0,lu_2015_tax_IB-ECP-3,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_IB-ECP-3-n,1.0,1.0,,lu_tax_code_template_t_IB-ECP-3-n,lu_2011_chart_1,1389
lu_2015_tax_IB-ECP-3-p,Investissement Biens 3% - Extracommunautaire fin privées (+),IB-ECP-3-p,purchase,percent,0.03,0,lu_2015_tax_IB-ECP-3,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_IB-ECP-3,lu_tax_code_template_t_IB-ECP-3,-1.0,-1.0,lu_tax_code_template_b_IB-ECP-3,lu_tax_code_template_t_IB-ECP-3,lu_2011_chart_1,1390
lu_2015_tax_IB-ECP-6,Investissement Biens 6% - Extracommunautaire fin privées,IB-ECP-6,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,391
lu_2015_tax_IB-ECP-6-n,Investissement Biens 6% - Extracommunautaire fin privées (-),IB-ECP-6-n,purchase,percent,-0.06,0,lu_2015_tax_IB-ECP-6,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_IB-ECP-6-n,1.0,1.0,,lu_tax_code_template_t_IB-ECP-6-n,lu_2011_chart_1,1392
lu_2015_tax_IB-ECP-6-p,Investissement Biens 6% - Extracommunautaire fin privées (+),IB-ECP-6-p,purchase,percent,0.06,0,lu_2015_tax_IB-ECP-6,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_IB-ECP-6,lu_tax_code_template_t_IB-ECP-6,-1.0,-1.0,lu_tax_code_template_b_IB-ECP-6,lu_tax_code_template_t_IB-ECP-6,lu_2011_chart_1,1393
lu_2015_tax_IB-ECP-8,Investissement Biens 8% - Extracommunautaire fin privées,IB-ECP-8,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,394
lu_2015_tax_IB-ECP-8-n,Investissement Biens 8% - Extracommunautaire fin privées (-),IB-ECP-8-n,purchase,percent,-0.08,0,lu_2015_tax_IB-ECP-8,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_IB-ECP-8-n,1.0,1.0,,lu_tax_code_template_t_IB-ECP-8-n,lu_2011_chart_1,1395
lu_2015_tax_IB-ECP-8-p,Investissement Biens 8% - Extracommunautaire fin privées (+),IB-ECP-8-p,purchase,percent,0.08,0,lu_2015_tax_IB-ECP-8,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_IB-ECP-8,lu_tax_code_template_t_IB-ECP-8,-1.0,-1.0,lu_tax_code_template_b_IB-ECP-8,lu_tax_code_template_t_IB-ECP-8,lu_2011_chart_1,1396
lu_2011_tax_IB-IC-0,Investissement Biens Exonéré - Intracommunautaire,IB-IC-0,purchase,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_IB-IC-0,,-1.0,-1.0,lu_tax_code_template_b_IB-IC-0,,lu_2011_chart_1,397
lu_2011_tax_IB-IC-12,Investissement Biens 12% - Intracommunautaire,IB-IC-12,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,398
lu_2011_tax_IB-IC-12-n,Investissement Biens 12% - Intracommunautaire (-),IB-IC-12-n,purchase,percent,-0.12,0,lu_2011_tax_IB-IC-12,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_IB-IC-12-n,1.0,1.0,,lu_tax_code_template_t_IB-IC-12-n,lu_2011_chart_1,1399
lu_2011_tax_IB-IC-12-p,Investissement Biens 12% - Intracommunautaire (+),IB-IC-12-p,purchase,percent,0.12,0,lu_2011_tax_IB-IC-12,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_IB-IC-12,lu_tax_code_template_t_IB-IC-12,-1.0,-1.0,lu_tax_code_template_b_IB-IC-12,lu_tax_code_template_t_IB-IC-12,lu_2011_chart_1,1400
lu_2015_tax_IB-IC-14,Investissement Biens 14% - Intracommunautaire,IB-IC-14,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,401
lu_2015_tax_IB-IC-14-n,Investissement Biens 14% - Intracommunautaire (-),IB-IC-14-n,purchase,percent,-0.14,0,lu_2015_tax_IB-IC-14,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_IB-IC-14-n,1.0,1.0,,lu_tax_code_template_t_IB-IC-14-n,lu_2011_chart_1,1402
lu_2015_tax_IB-IC-14-p,Investissement Biens 14% - Intracommunautaire (+),IB-IC-14-p,purchase,percent,0.14,0,lu_2015_tax_IB-IC-14,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_IB-IC-14,lu_tax_code_template_t_IB-IC-14,-1.0,-1.0,lu_tax_code_template_b_IB-IC-14,lu_tax_code_template_t_IB-IC-14,lu_2011_chart_1,1403
lu_2011_tax_IB-IC-15,Investissement Biens 15% - Intracommunautaire,IB-IC-15,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,404
lu_2011_tax_IB-IC-15-n,Investissement Biens 15% - Intracommunautaire (-),IB-IC-15-n,purchase,percent,-0.15,0,lu_2011_tax_IB-IC-15,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_IB-IC-15-n,1.0,1.0,,lu_tax_code_template_t_IB-IC-15-n,lu_2011_chart_1,1405
lu_2011_tax_IB-IC-15-p,Investissement Biens 15% - Intracommunautaire (+),IB-IC-15-p,purchase,percent,0.15,0,lu_2011_tax_IB-IC-15,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_IB-IC-15,lu_tax_code_template_t_IB-IC-15,-1.0,-1.0,lu_tax_code_template_b_IB-IC-15,lu_tax_code_template_t_IB-IC-15,lu_2011_chart_1,1406
lu_2015_tax_IB-IC-17,Investissement Biens 17% - Intracommunautaire,IB-IC-17,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,407
lu_2015_tax_IB-IC-17-n,Investissement Biens 17% - Intracommunautaire (-),IB-IC-17-n,purchase,percent,-0.17,0,lu_2015_tax_IB-IC-17,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_IB-IC-17-n,1.0,1.0,,lu_tax_code_template_t_IB-IC-17-n,lu_2011_chart_1,1408
lu_2015_tax_IB-IC-17-p,Investissement Biens 17% - Intracommunautaire (+),IB-IC-17-p,purchase,percent,0.17,0,lu_2015_tax_IB-IC-17,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_IB-IC-17,lu_tax_code_template_t_IB-IC-17,-1.0,-1.0,lu_tax_code_template_b_IB-IC-17,lu_tax_code_template_t_IB-IC-17,lu_2011_chart_1,1409
lu_2011_tax_IB-IC-3,Investissement Biens 3% - Intracommunautaire,IB-IC-3,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,410
lu_2011_tax_IB-IC-3-n,Investissement Biens 3% - Intracommunautaire (-),IB-IC-3-n,purchase,percent,-0.03,0,lu_2011_tax_IB-IC-3,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_IB-IC-3-n,1.0,1.0,,lu_tax_code_template_t_IB-IC-3-n,lu_2011_chart_1,1411
lu_2011_tax_IB-IC-3-p,Investissement Biens 3% - Intracommunautaire (+),IB-IC-3-p,purchase,percent,0.03,0,lu_2011_tax_IB-IC-3,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_IB-IC-3,lu_tax_code_template_t_IB-IC-3,-1.0,-1.0,lu_tax_code_template_b_IB-IC-3,lu_tax_code_template_t_IB-IC-3,lu_2011_chart_1,1412
lu_2011_tax_IB-IC-6,Investissement Biens 6% - Intracommunautaire,IB-IC-6,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,413
lu_2011_tax_IB-IC-6-n,Investissement Biens 6% - Intracommunautaire (-),IB-IC-6-n,purchase,percent,-0.06,0,lu_2011_tax_IB-IC-6,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_IB-IC-6-n,1.0,1.0,,lu_tax_code_template_t_IB-IC-6-n,lu_2011_chart_1,1414
lu_2011_tax_IB-IC-6-p,Investissement Biens 6% - Intracommunautaire (+),IB-IC-6-p,purchase,percent,0.06,0,lu_2011_tax_IB-IC-6,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_IB-IC-6,lu_tax_code_template_t_IB-IC-6,-1.0,-1.0,lu_tax_code_template_b_IB-IC-6,lu_tax_code_template_t_IB-IC-6,lu_2011_chart_1,1415
lu_2015_tax_IB-IC-8,Investissement Biens 8% - Intracommunautaire,IB-IC-8,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,416
lu_2015_tax_IB-IC-8-n,Investissement Biens 8% - Intracommunautaire (-),IB-IC-8-n,purchase,percent,-0.08,0,lu_2015_tax_IB-IC-8,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_IB-IC-8-n,1.0,1.0,,lu_tax_code_template_t_IB-IC-8-n,lu_2011_chart_1,1417
lu_2015_tax_IB-IC-8-p,Investissement Biens 8% - Intracommunautaire (+),IB-IC-8-p,purchase,percent,0.08,0,lu_2015_tax_IB-IC-8,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_IB-IC-8,lu_tax_code_template_t_IB-IC-8,-1.0,-1.0,lu_tax_code_template_b_IB-IC-8,lu_tax_code_template_t_IB-IC-8,lu_2011_chart_1,1418
lu_2011_tax_IB-PA-0,Investissement Biens 0% - Pays,IB-PA-0,purchase,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_IB-PA-0,,-1.0,-1.0,lu_tax_code_template_b_IB-PA-0,,lu_2011_chart_1,419
lu_2011_tax_IB-PA-12,Investissement Biens 12% - Pays,IB-PA-12,purchase,percent,0.12,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_IB-PA-12,lu_tax_code_template_t_IB-PA-12,-1.0,-1.0,lu_tax_code_template_b_IB-PA-12,lu_tax_code_template_t_IB-PA-12,lu_2011_chart_1,420
lu_2015_tax_IB-PA-14,Investissement Biens 14% - Pays,IB-PA-14,purchase,percent,0.14,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_IB-PA-14,lu_tax_code_template_t_IB-PA-14,-1.0,-1.0,lu_tax_code_template_b_IB-PA-14,lu_tax_code_template_t_IB-PA-14,lu_2011_chart_1,421
lu_2011_tax_IB-PA-15,Investissement Biens 15% - Pays,IB-PA-15,purchase,percent,0.15,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_IB-PA-15,lu_tax_code_template_t_IB-PA-15,-1.0,-1.0,lu_tax_code_template_b_IB-PA-15,lu_tax_code_template_t_IB-PA-15,lu_2011_chart_1,422
lu_2015_tax_IB-PA-17,Investissement Biens 17% - Pays,IB-PA-17,purchase,percent,0.17,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_IB-PA-17,lu_tax_code_template_t_IB-PA-17,-1.0,-1.0,lu_tax_code_template_b_IB-PA-17,lu_tax_code_template_t_IB-PA-17,lu_2011_chart_1,423
lu_2011_tax_IB-PA-3,Investissement Biens 3% - Pays,IB-PA-3,purchase,percent,0.03,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_IB-PA-3,lu_tax_code_template_t_IB-PA-3,-1.0,-1.0,lu_tax_code_template_b_IB-PA-3,lu_tax_code_template_t_IB-PA-3,lu_2011_chart_1,424
lu_2011_tax_IB-PA-6,Investissement Biens 6% - Pays,IB-PA-6,purchase,percent,0.06,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_IB-PA-6,lu_tax_code_template_t_IB-PA-6,-1.0,-1.0,lu_tax_code_template_b_IB-PA-6,lu_tax_code_template_t_IB-PA-6,lu_2011_chart_1,425
lu_2015_tax_IB-PA-8,Investissement Biens 8% - Pays,IB-PA-8,purchase,percent,0.08,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_IB-PA-8,lu_tax_code_template_t_IB-PA-8,-1.0,-1.0,lu_tax_code_template_b_IB-PA-8,lu_tax_code_template_t_IB-PA-8,lu_2011_chart_1,426
lu_2011_tax_IP-EC-0,Investissement Prestations Exonérées - Extracommunautaire,IP-EC-0,purchase,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_IP-EC-0,,-1.0,-1.0,lu_tax_code_template_b_IP-EC-0,,lu_2011_chart_1,427
lu_2011_tax_IP-EC-12,Investissement Prestations 12% - Extracommunautaire,IP-EC-12,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,428
lu_2011_tax_IP-EC-12-n,Investissement Prestations 12% - Extracommunautaire (-),IP-EC-12-n,purchase,percent,-0.12,0,lu_2011_tax_IP-EC-12,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_IP-EC-12-n,1.0,1.0,,lu_tax_code_template_t_IP-EC-12-n,lu_2011_chart_1,1429
